allbus_p,allbus_forecast_p
7411.315683,7633.655153
6963.360286,7172.261095
6548.420346,6548.420346
6057.564069,5996.988428
5487.354899,5597.101997
4951.445442,5050.474351
4305.119285,4391.221671
3619.793638,3692.189511
3077.694207,3108.471149
2641.405004,2614.990954
2233.724502,2166.712767
1932.157072,1990.121784
1663.113862,1713.007278
1466.907046,1437.568905
1290.073372,1302.974106
1153.639836,1130.567039
1123.748255,1134.985738
1138.298502,1115.532532
1120.847727,1087.222295
1099.402984,1132.385074
1101.11092,1112.122029
1090.296739,1101.199706
1086.841208,1119.446444
1070.531509,1049.120879
1064.690803,1043.396987
1052.973217,1042.443485
1052.177572,1020.612245
1069.432975,1048.044316
1084.254899,1051.727252
1127.697,1116.42003
1165.890366,1142.572559
1213.941835,1238.220672
1239.106422,1201.933229
1268.667811,1255.981133
1332.079112,1345.399903
1392.322422,1392.322422
1424.942361,1453.441208
1550.259139,1519.253956
1709.174456,1709.174456
1833.823339,1815.485106
1946.334947,1887.944899
2088.395548,2088.395548
2323.756231,2277.281106
2554.130696,2605.21331
2752.380422,2697.332814
2892.301723,2805.532671
3052.025414,2990.984906
3210.890852,3146.673035
3370.265824,3302.860508
3431.921295,3466.240508
3517.272655,3482.099928
3609.52816,3717.814005
3609.508976,3717.794245
3728.136342,3616.292252
3829.904722,3753.306628
3819.424073,3704.841351
3751.570609,3864.117727
3730.506215,3767.811277
3690.592334,3764.404181
3656.67025,3729.803655
3491.829636,3491.829636
3348.706999,3281.732859
3371.588769,3337.872881
3482.771864,3587.25502
3363.358051,3430.625212
3227.715446,3195.438292
3215.977032,3183.817262
3196.991528,3228.961443
3086.882861,3148.620518
2975.303673,2886.044563
2790.137631,2873.84176
2693.052494,2773.844069
2604.723576,2578.67634
2520.107489,2469.705339
2408.720326,2384.633123
2331.666735,2261.716733
2297.863768,2274.88513
2343.770429,2273.457316
2219.697486,2197.500511
2110.035611,2173.336679
2035.16332,1974.10842
1991.374962,1931.633713
1984.193867,2043.719683
1934.774559,1973.47005
1872.254059,1853.531518
1787.154039,1769.282499
1784.793181,1731.249386
1678.733722,1678.733722
1578.52497,1546.954471
1461.863187,1476.481819
1344.102889,1370.984947
1340.800173,1327.392171
1302.895114,1315.924065
1338.928951,1352.318241
1395.666303,1367.752977
1486.198461,1486.198461
1634.720546,1634.720546
1767.296266,1767.296266
1960.637909,1941.03153
2135.069946,2071.017848
2336.473306,2289.74384
2489.246889,2414.569482
2489.246889,2563.924296
2790.160055,2734.356854
2812.007147,2727.646933
2812.007147,2840.127218
2918.226033,2947.408293
3236.603554,3171.871483
3458.19174,3492.773657
3755.325056,3830.431557
4023.822635,3983.584409
4216.159089,4300.482271
4301.451389,4430.494931
4236.757579,4109.654852
4210.587581,4168.481705
4234.126786,4107.102982
4355.642995,4355.642995
4618.974326,4711.353813
4843.43725,4698.134133
5026.158239,4975.896657
5043.322468,5043.322468
4997.74711,4997.74711
5041.582117,5192.829581
5062.909212,5164.167396
5063.805732,5165.081847
5032.994002,4932.334122
4964.942821,5113.891106
4925.245348,4777.487988
4914.703141,5062.144235
5016.634342,5116.967029
5135.684833,5187.041681
5410.384821,5410.384821
5721.092551,5835.514402
5908.710218,5908.710218
6145.653634,6268.566707
6412.163378,6219.798477
6749.393565,6546.911758
6981.275217,6771.83696
7183.625873,7255.462132
7545.304281,7394.398195
7708.293253,7939.542051
7819.469975,7584.885876
7811.981607,7968.221239
7975.383896,8134.891574
8012.761893,8253.14475
8098.978046,7936.998485
8190.798286,8026.98232
8238.103984,8320.485024
8406.807249,8322.739177
8382.48515,8633.959705
8277.693438,8360.470372
8077.122461,7834.808787
8094.11001,8013.16891
8251.631669,8086.599036
8310.898564,8061.571607
8156.472724,8074.907997
7896.402726,7975.366753
7805.418336,7883.472519
7728.6632,7805.949832
6341.200088,6341.200088
6263.809863,6075.895567
6405.950945,6598.129473
6487.728475,6357.973906
6390.988794,6263.169018
6309.936349,6120.638259
5761.395774,5819.009732
5611.268598,5611.268598
5646.045043,5646.045043
5651.665782,5821.215755
5504.387056,5449.343185
5650.50981,5763.520006
6122.520076,6183.745277
6367.242949,6367.242949
6720.510559,6653.305453
6768.178243,6768.178243
6700.51169,6499.496339
6846.793061,6983.728922
7608.899101,7684.988092
7930.580893,7851.275084
8266.767823,8514.770858
8531.189911,8787.125608
8533.60961,8533.60961
8642.201356,8382.935315
8889.604301,8711.812215
9043.518243,9043.518243
9199.608884,9383.601062
9186.633448,9278.499782
9254.554003,9254.554003
9237.360735,9422.10795
9289.495654,9382.390611
9406.036123,9406.036123
9482.959737,9577.789334
9598.302572,9310.353495
9961.64067,9862.024263
10157.98708,9853.247468
10358.96317,10462.5528
10537.17939,10431.8076
10717.23599,10824.40835
10681.58047,11002.02788
10550.23723,10655.7396
10620.06841,10513.86773
10680.63265,10787.43898
10825.64549,11042.1584
10983.51214,10763.8419
11314.68614,11427.833
11314.68614,11654.12672
11286.95883,11512.69801
11440.80788,11211.99172
11501.12131,11271.09888
11468.8053,11812.86946
11272.76568,11047.31037
11317.38807,11430.56195
11062.96168,10731.07283
10825.98812,10934.248
10634.77355,10847.46902
10639.35936,10852.14655
10509.41598,10194.1335
10437.09462,10750.20746
10435.85343,10331.4949
10416.75388,10312.58634
10168.39475,9863.342908
10125.69943,10125.69943
10125.69943,10328.21342
10125.69943,10226.95642
9662.809306,9759.437399
9309.153301,9309.153301
9104.878759,9195.927547
8937.558947,8848.183358
8713.866878,8888.144216
8665.110514,8491.808304
8501.365758,8586.379416
8218.966742,7972.39774
8245.311461,8080.405232
8217.737915,8135.560536
8241.265577,8076.440265
8356.447618,8272.883142
8418.898053,8334.709072
8656.9267,8656.9267
8656.9267,8656.9267
8656.9267,8656.9267
9510.567777,9795.88481
9563.218421,9371.954053
9517.976561,9613.156327
9701.659132,9410.609358
9747.138881,10039.55305
9511.495083,9606.610034
9371.899257,9278.180264
9334.900334,9614.947344
8874.230522,8696.745912
8368.111811,8619.155165
7916.00353,7995.163565
8154.952752,8399.601335
8153.242474,8071.710049
7873.366584,7873.366584
7608.39769,7380.145759
7316.828673,7536.333533
7470.783011,7545.490841
7387.174687,7165.559446
7187.080321,7402.692731
6940.992994,6732.763204
6640.174002,6839.379222
6457.251437,6392.678923
6250.478416,6125.468848
6158.173811,6281.337287
6003.757509,6183.870234
5896.367513,6073.258538
5882.17419,5999.817674
5933.035372,5933.035372
5883.763806,5707.250892
6123.162657,6306.857537
6434.840069,6627.885271
6826.052499,6826.052499
7096.742029,6883.839768
7386.846337,7460.7148
7753.291286,7598.22546
8010.564276,8170.775562
8379.635412,8212.042704
8669.599925,8409.511927
8863.533912,9129.439929
8915.568247,9183.035294
8828.6863,8652.112574
8833.613094,8745.276963
9093.162951,9093.162951
9147.949713,9239.42921
9357.362479,9170.215229
9540.14035,9349.337543
9848.949327,10045.92831
10186.80473,10288.67278
10389.45738,10701.1411
10636.45769,10955.55142
10831.92824,11156.88609
10851.39599,11176.93787
10928.20779,11256.05402
10918.12588,11027.30714
10948.29038,10619.84167
10917.86305,10590.32716
10959.81365,10631.01924
11061.08731,10839.86556
11155.04656,10931.94563
11234.91608,11234.91608
11320.79445,10981.17062
11396.13413,11168.21145
11433.59122,11547.92713
11440.64007,11669.45287
11379.5385,11607.12927
11305.38484,11305.38484
11322.71767,11209.49049
11199.64045,11423.63326
10927.05847,11145.59964
10664.76369,10878.05896
10432.39073,10536.71464
10310.89492,10310.89492
10088.70257,9886.928519
9896.247394,9797.28492
9494.047586,9304.166634
9222.379172,9406.826755
9066.0013,9337.981339
8885.04869,8885.04869
8637.007945,8809.748104
8361.79436,8194.558473
8029.364303,8189.951589
7969.023604,7969.023604
8065.184223,8065.184223
8184.320233,8020.633828
8197.864073,8197.864073
8145.358143,8226.811724
7911.851638,7990.970154
7630.356304,7706.659867
7381.367775,7528.99513
7184.279478,6968.751094
7048.194267,7259.640095
6910.461385,7117.775227
6925.837706,6925.837706
6683.079164,6616.248372
6412.478319,6348.353536
6231.652801,6356.285857
6322.427349,6132.754529
6197.079841,6197.079841
6058.075228,5936.913723
5749.589169,5864.580952
5360.708356,5467.922523
4950.195931,4851.192012
4890.635753,4792.823038
5020.530272,4869.914364
5092.258703,5194.103877
5451.218332,5287.681782
5668.641233,5782.014058
5528.326289,5528.326289
5537.429969,5592.804269
5690.14303,5747.04446
5770.656718,5712.950151
5693.918757,5807.797132
5825.684204,5767.427362
6064.294006,5882.365186
6314.379341,6124.947961
6591.246024,6591.246024
6852.083403,6920.604237
7234.972204,7452.02137
7234.972204,7307.321926
8106.700167,7863.499162
8860.430771,8594.617848
9456.63082,9740.329745
10254.31102,10356.85413
10458.49699,10667.66693
10476.34321,10685.87007
10755.37974,10862.93354
10915.00378,10587.55367
10860.89504,10535.06819
10733.01432,10840.34446
9998.905816,10298.87299
10166.71139,10370.04562
10475.77909,10161.50572
10819.94781,10928.14729
10722.95778,10508.49862
10827.13675,10935.40812
10751.12075,10966.14317
11466.41729,11466.41729
11941.93251,11822.51318
10942.53538,10833.11003
10762.65926,10762.65926
11165.93414,11277.59348
10684.12645,10790.96771
10355.4308,10562.53942
10462.89836,10253.64039
10157.39201,9954.24417
10473.44088,10368.70647
9893.041275,10189.83251
9328.11432,9048.27089
9026.156908,8935.895339
8797.207198,8885.17927
8664.524258,8577.879015
8399.692265,8399.692265
8081.038926,8242.659705
7940.513163,8099.323426
7759.986156,7759.986156
8096.984585,8339.894123
8297.517974,8463.468333
8244.883021,8244.883021
8259.882669,8425.080322
8344.227454,8427.669729
8168.027011,8413.067821
8064.907553,8145.556629
8158.514279,8076.929136
8201.128927,8365.151506
8401.773487,8401.773487
8249.808584,8084.812412
8261.88826,8509.744908
8271.102669,8353.813696
8039.835504,7879.038794
8100.393696,7857.381885
7841.496513,7684.666583
7641.303072,7564.890041
7358.720024,7137.958423
7188.509305,7332.279491
6974.737019,7183.97913
6806.995857,6670.85594
6755.259631,6552.601842
6724.506179,6522.770994
6691.163276,6758.074909
6604.061674,6538.021057
6609.177486,6476.993936
6382.986974,6574.476583
6396.694927,6588.595775
6187.386489,6125.512624
6130.019477,6068.719282
5752.796573,5925.38047
5432.36725,5378.043578
5280.966166,5175.346843
5294.362961,5294.362961
5233.871499,5233.871499
5132.691773,5030.037938
5079.274256,4926.896028
4955.326316,4856.21979
4850.995648,4802.485692
4810.409772,4954.722065
4895.376226,4748.514939
4890.963457,4988.782726
4860.184051,4957.387732
4903.758498,4756.645743
4925.930466,4925.930466
4789.739571,4789.739571
4826.95763,4923.496783
4687.270289,4593.524883
4638.004099,4730.764181
4707.520459,4707.520459
4840.23259,4937.037242
4814.955112,4718.65601
4853.817165,4999.43168
5084.553062,5186.244123
5196.171661,5300.095094
5139.188918,5139.188918
5055.361028,5207.021859
5033.497649,4983.162673
5064.737712,5014.090335
5144.96471,4990.615769
5317.087797,5210.746041
5338.726754,5392.114022
5349.537836,5189.051701
5363.158573,5470.421744
5341.974362,5235.134875
5387.653033,5333.776503
5295.851364,5454.726905
5244.572855,5139.681398
5102.371486,5204.418916
4749.949428,4892.447911
4534.527679,4670.563509
4408.168958,4540.414027
4475.588936,4520.344825
4546.243632,4409.856323
4514.105471,4559.246526
4646.889602,4786.29629
4602.184369,4740.2499
4484.854773,4574.551868
4351.55063,4438.581643
4240.93711,4113.708997
4115.418774,3991.956211
4072.187165,3950.02155
4228.606548,4270.892613
4423.35481,4334.887714
4553.831196,4599.369508
4895.299369,4895.299369
5241.373456,5136.545987
5474.745744,5365.250829
5821.861196,5705.423972
6135.944511,5951.866176
6434.905472,6370.556417
6562.391707,6628.015624
6642.84309,6842.128383
6804.372811,6804.372811
6872.721732,6941.448949
7057.108344,6845.395094
7276.586084,7422.117806
7467.369992,7243.348892
7745.645855,7823.102314
7914.161313,7835.0197
8144.128227,7899.80438
8314.476262,8065.041974
8493.225552,8578.157808
8766.184713,8678.522866
8954.480365,8864.935561
8965.758549,8965.758549
8900.708098,9167.729341
8719.179725,8457.604333
8354.736514,8605.378609
7946.552492,7867.086967
7532.828179,7306.843334
7174.237042,7102.494672
7036.737654,6896.002901
6951.903396,6812.865328
6900.975873,6831.966114
7071.099396,6929.677408
7305.461779,7451.571015
