1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Cluster
1872.017782,1806.488118,1692.969864,1529.232438,1408.701251,1332.844994,1289.597752,1239.933974,1239.933974,1239.933974,1236.611497,1252.994911,1305.273453,1357.716432,1403.267226,1468.094085,3
1389.213621,1285.417484,1281.902218,1320.171749,1315.491208,1317.6363,1310.614996,1325.497635,1381.795692,1381.795692,1381.795692,1652.160972,1694.77511,1648.587395,1686.779496,1680.780464,3
1701.301125,1716.05799,1697.043735,1735.303767,1765.94864,1792.130316,1766.229444,1760.992438,1781.472172,1855.417353,1942.884686,1942.884686,1899.557241,1775.179713,1713.717455,1678.928581,3
1640.226554,1649.008552,1646.639004,1669.018686,1699.641711,1694.205353,1777.282447,1756.44168,1875.676599,1915.537069,1896.694162,1904.095239,1918.780536,1939.615281,1962.694876,1941.934605,3
1982.15043,1987.174943,1977.658055,1939.366229,1878.595537,1766.364773,1686.117347,1673.923225,1688.231243,1687.916615,1736.808061,1793.136064,1848.922469,1848.922469,1962.887534,1986.360826,3
2039.134485,2017.515133,1993.682473,2022.292731,1950.85939,1849.199245,1829.858883,1781.024125,1717.833431,1690.08456,1622.858724,1520.505714,1446.369659,1298.121387,1226.539383,1155.446907,3
1146.642358,1097.864963,1069.396423,1067.649392,1027.930915,998.1122337,960.5111451,929.757027,920.4797812,906.8274639,895.076326,924.8856637,921.0383583,916.4594446,937.8921846,998.1096043,3
1055.119153,1088.454069,1088.174754,1091.963727,1137.609963,1184.358959,1184.118638,1245.536782,1301.20871,1450.377264,1626.275061,1861.952882,2032.048491,2075.318485,2142.431228,2446.290527,3
2594.195241,2732.028245,2922.299056,3156.52597,3282.558481,3366.560979,3442.82556,3422.117026,3410.71904,3483.619941,3604.244307,3648.063196,3609.938059,3660.005508,3675.706929,3655.419427,3
3620.228565,3682.402744,3737.67504,3774.301283,3671.43662,3674.869272,3644.540948,3678.983116,3652.980299,3650.121061,3693.987733,3735.728935,3841.990811,3921.735186,4068.525133,4228.306299,3
4269.709879,4269.709879,4089.182678,4183.844214,4163.532343,4642.012939,4875.385525,4907.938455,4942.271546,4983.194962,4775.538902,4666.94884,4671.890696,4795.411104,5037.146311,5273.461413,5
5345.954815,5724.305081,6250.594563,6751.964232,7308.599217,8240.913907,9408.096255,10248.56556,10865.4142,11346.21339,11510.35661,11635.11798,11619.69096,11525.83164,11402.52159,11250.40426,2
11118.29468,11093.75621,10757.34264,10603.74841,10563.00802,10292.84817,10162.50812,9918.745871,9699.640737,9758.369627,10079.83228,10515.45021,10917.77747,11094.66195,11248.40644,11244.81915,2
11037.47951,10805.0367,10718.26526,10870.49535,11141.62263,11435.64952,11567.37583,11652.55276,11851.86874,12002.06796,12179.38116,12212.76741,12187.72794,12366.84677,12511.17592,12502.17677,1
