allbus_p,allbus_forecast_p
74774.49786,75148.37035
75167.7624,74791.92359
75229.6706,75605.81895
74955.05204,74580.27678
73045.71413,72680.48556
73122.93843,73488.55312
72844.81315,72480.58908
73590.73489,73222.78122
74033.98145,73663.81154
74259.02669,74259.02669
74912.60025,75287.16325
75234.3192,75610.4908
75186.99651,75186.99651
75330.23564,75330.23564
74609.82076,74609.82076
74150.40959,74150.40959
74124.33476,74124.33476
73822.13088,73453.02023
73665.80116,74034.13017
73584.88146,73216.95705
73770.66794,73401.8146
72902.74528,73267.25901
72290.49979,72651.95229
71730.56896,72089.2218
71806.4898,71447.45735
71396.95719,71039.9724
70672.54423,70672.54423
69788.65031,69788.65031
68979.4105,68634.51345
68536.76394,68879.44776
67723.20649,67384.59046
67397.15818,67397.15818
68838.50746,68838.50746
69195.87358,69541.85295
68703.60339,68360.08537
68705.17606,68705.17606
68369.9895,68369.9895
68090.73205,68431.18571
67866.21476,67866.21476
67517.89162,67855.48108
67458.70934,67458.70934
66846.3581,66512.12631
66745.32531,67079.05194
66554.67206,66554.67206
66594.68009,66927.65349
66279.73754,66279.73754
66264.52531,66595.84794
66229.53008,65898.38243
66019.0464,66349.14163
65880.75768,65880.75768
66356.51638,66688.29896
66500.2097,66500.2097
67325.51189,67325.51189
68113.77212,68113.77212
69267.91744,69267.91744
70176.15375,70527.03452
70902.5356,70902.5356
71613.23519,71613.23519
71697.13018,72055.61583
72000.63574,71640.63256
72748.34084,72384.59914
72920.50586,73285.10839
73983.22522,73983.22522
73389.12305,73756.06867
73056.55349,73421.83626
73922.21667,73552.60559
74269.32267,74269.32267
74253.57028,74253.57028
74919.53621,74544.93853
75371.31161,75371.31161
75492.08146,75869.54187
75244.17263,75620.39349
75123.20169,75123.20169
74979.10227,75353.99778
73866.497,74235.82949
72328.49281,71966.85035
71094.29304,70738.82157
68746.3828,68746.3828
66694.46175,66360.98944
66003.72924,65673.71059
66250.15515,66250.15515
66912.38773,66577.82579
67852.97863,68192.24352
68087.12288,68087.12288
69527.80686,69875.44589
69899.83538,69550.3362
70749.10626,71102.85179
71015.89081,71370.97026
71323.52317,71680.14079
71604.50027,71962.52277
72106.852,71746.31774
72083.85131,72083.85131
72389.65783,72389.65783
73272.79745,73639.16144
73486.38707,73853.81901
74452.47505,74824.73743
75421.75032,75044.64157
75866.89667,75487.56219
75893.14261,75513.6769
74507.62293,74880.16104
73594.17207,73594.17207
73672.01211,73303.65205
73759.8734,73759.8734
74230.63256,74601.78572
74695.59661,74695.59661
75088.40417,75463.84619
75436.99982,75436.99982
66440.87776,66108.67337
75629.7642,75251.61538
75558.55881,75936.3516
74982.11091,74607.20036
74684.10807,74310.68753
74272.76377,74272.76377
74116.72678,73746.14315
73999.18332,73629.1874
73506.73794,73139.20425
73886.40095,73886.40095
72910.1722,72910.1722
72024.34534,71664.22361
71630.5518,71272.39904
71409.87878,71409.87878
70557.00064,70204.21564
69792.53712,69792.53712
68761.37349,68417.56662
68301.34992,68301.34992
67558.26744,67896.05878
67039.787,66704.58807
66519.63165,66519.63165
67675.28656,67336.91013
67427.28509,67764.42152
67052.593,67387.85597
66926.7736,67261.40747
66383.81609,66715.73517
66323.90759,66323.90759
66034.00223,65703.83222
65635.09747,65963.27296
65615.89209,65287.81263
65539.19018,65211.49423
65067.44858,65392.78582
65067.44858,65392.78582
65067.44858,65392.78582
65030.48603,64705.3336
64842.62718,65166.84032
64750.94108,64750.94108
65016.66889,64691.58555
64957.47044,65282.25779
65559.35086,65559.35086
66011.10869,66341.16423
66801.24176,66467.23555
67808.9597,68148.0045
68469.04482,68811.39004
69048.79915,68703.55515
69283.51529,68937.09771
68702.98187,68359.46696
68331.26773,68672.92407
68172.46011,67831.59781
68054.06124,68054.06124
67773.97569,67773.97569
68198.97743,67857.98254
66056.19807,66056.19807
65844.38085,66173.60275
65775.41895,65775.41895
65307.53799,65634.07568
65376.00528,65049.12525
65536.32226,65536.32226
65608.40471,65936.44673
65793.59219,66122.56015
65513.64724,65186.079
65445.93381,65773.16348
64884.50275,64560.08024
64109.63003,63789.08188
62002.88831,62002.88831
61330.74709,61024.09335
58822.04418,59116.1544
51652.91574,51394.65116
58322.71814,58614.33173
59196.33622,59492.3179
60086.97712,60387.41201
60954.03508,60649.2649
61780.60464,61471.70162
62824.92734,62824.92734
62974.49724,62659.62475
63574.04829,63891.91853
64093.88454,64414.35396
64644.01241,64967.23247
65305.6048,65305.6048
65743.46029,66072.17759
66317.7167,65986.12812
67084.48652,67084.48652
67944.69856,67944.69856
69012.60462,68667.5416
69771.49499,70120.35246
71013.51448,70658.44691
71671.00552,71312.65049
71907.44641,72266.98364
70360.15162,70360.15162
70570.78223,70923.63614
70613.78387,70966.85279
71187.95015,71187.95015
71649.75225,71649.75225
72255.97532,72617.2552
72770.95489,73134.80966
72928.09502,73292.7355
73110.31064,72744.75909
72895.1041,72895.1041
72351.10119,71989.34568
72099.82237,71739.32326
72099.82237,72099.82237
72099.82237,71739.32326
71634.86112,71634.86112
71022.50057,71022.50057
71143.88515,71499.60458
70864.42488,71218.747
69952.85426,69952.85426
69081.53026,69081.53026
68864.85554,68864.85554
68842.78752,68498.57358
68025.74545,68025.74545
67055.98067,67055.98067
66093.97643,66093.97643
65546.33811,65546.33811
65181.72782,64855.81918
64414.0958,64736.16628
65258.12128,64931.83067
65329.20363,65655.84965
64992.36725,65317.32909
64596.36009,64919.34189
64468.0125,64145.67244
64134.08485,64454.75527
63689.65762,64008.10591
63798.98803,64117.98297
63441.88328,63759.0927
63060.99833,62745.69334
62605.32103,62605.32103
62358.07942,62358.07942
62545.91163,62858.64119
62301.62841,62301.62841
62200.70761,62200.70761
62014.7314,61704.65774
62130.82565,61820.17152
62067.58731,62377.92525
62197.38898,61886.40204
62250.45128,61939.19902
62250.45128,61939.19902
63144.41653,63460.13861
64033.23451,64033.23451
64645.34072,64645.34072
65528.79852,65528.79852
65703.17255,65374.65669
65462.29854,65134.98705
64993.55314,64668.58537
64733.37455,64733.37455
64430.67473,64430.67473
64630.77544,64953.92932
65154.11837,65479.88896
64340.32445,64018.62283
63365.4916,63048.66414
63113.8809,63429.4503
63092.06923,62776.60888
63226.0856,63226.0856
62739.43785,62425.74066
63391.52793,63708.48557
63517.46346,63835.05078
63366.96037,63366.96037
63542.16315,63859.87397
63668.58515,63986.92808
62872.06904,63186.42939
61660.38383,61660.38383
59608.41249,59310.37043
58520.18336,58812.78428
56805.9843,57090.01422
56405.25924,56123.23294
57125.48918,57125.48918
57575.17954,57863.05544
58806.58014,58806.58014
59871.25982,60170.61612
60062.53583,60062.53583
61828.18089,61828.18089
62303.94288,62615.46259
62700.24846,62386.74722
63173.27135,63489.13771
63702.7351,63702.7351
64094.86188,64094.86188
64893.63024,64893.63024
65835.57886,66164.75675
66502.18045,66169.66955
67572.94644,67910.81117
68056.15265,67715.87189
69192.48972,69192.48972
70359.64509,70711.44332
70989.69784,70989.69784
70794.1894,71148.16035
70038.71111,70038.71111
70010.04964,70010.04964
70210.06027,70210.06027
71218.82849,70862.73435
71177.37747,70821.49058
71320.81233,70964.20827
71688.42388,72046.866
72148.10268,72508.84319
72209.92421,72570.97383
72101.91063,72101.91063
71537.26685,71894.95318
71147.3349,71503.07157
71182.50688,71182.50688
71233.60143,71589.76944
70781.76146,70781.76146
70570.49737,70217.64488
70624.48909,70624.48909
70624.48909,70977.61154
70624.48909,70977.61154
68434.08664,68776.25707
68765.87894,68422.04955
67732.57367,68071.23654
67249.63176,67585.87992
66501.67865,66834.18704
65618.67439,65618.67439
65203.14889,65529.16463
64729.31781,64729.31781
64565.59473,64565.59473
65475.69115,65803.06961
65841.44296,65841.44296
65597.68765,65597.68765
65637.64327,65637.64327
65057.96001,65383.24981
64759.62483,64759.62483
64429.49362,64429.49362
64414.11516,64736.18574
64096.64122,64096.64122
63714.47703,63714.47703
63768.62068,63449.77758
63306.95208,63623.48684
63141.0989,63141.0989
62713.63678,63027.20496
62542.20355,62854.91457
62163.20277,62163.20277
62537.24495,62849.93117
62853.13364,62853.13364
63341.22248,63657.92859
63760.04755,64078.84779
64954.21019,64629.43914
66005.36924,66005.36924
66729.41985,67063.06695
66729.41985,66729.41985
67504.96824,67504.96824
67520.88773,67183.28329
67428.34488,67428.34488
67357.83609,67021.04691
67771.26682,68110.12315
68037.26222,68037.26222
68293.73856,67952.26987
66361.68113,66693.48954
66156.79173,66156.79173
66114.73912,66445.31282
65933.01355,65603.34848
66080.70314,65750.29962
66899.24545,67233.74168
66680.73886,66680.73886
66898.18562,67232.67655
67444.91316,67444.91316
67875.11512,68214.4907
68409.32591,68067.27928
67732.81372,67394.14965
67013.77952,67013.77952
66188.39207,65857.45011
64585.58595,64262.65802
63478.56607,63161.17324
63098.23803,63413.72922
63885.43221,63885.43221
63960.26936,63640.46801
64786.45723,64462.52494
65363.84809,65363.84809
66229.51725,66560.66484
66817.69517,66483.60669
67372.23491,67709.09608
68042.73882,68382.95251
68324.82004,67983.19594
69319.84674,68973.24751
70016.37041,70016.37041
70854.59872,70854.59872
71584.75294,71226.82918
71947.77228,72307.51114
72878.07206,72878.07206
73664.6287,73664.6287
74326.57742,73954.94453
74504.94884,74132.4241
74474.57829,74846.95118
73349.43421,73716.18138
72707.1723,72707.1723
72403.59532,72765.6133
72707.49289,72343.95543
72748.21741,72748.21741
73224.53438,72858.41171
73224.53438,73224.53438
73475.13092,73107.75527
73725.69637,74094.32485
73647.46559,74015.70292
73535.17564,73167.49976
72980.04324,72980.04324
72565.38889,72928.21583
72619.55104,72619.55104
72625.29886,72262.17237
72405.0261,72405.0261
72055.23078,72415.50693
72162.57328,72162.57328
71729.62739,72088.27553
70863.57302,70509.25515
70431.9946,70431.9946
70550.19714,70550.19714
69809.39404,69460.34707
68454.71993,68112.44633
67467.23132,67129.89516
66438.92715,66771.12179
65603.68712,65931.70556
64918.55676,64918.55676
65271.15293,64944.79717
65763.04087,66091.85607
64814.78471,65138.85863
64668.85017,64345.50592
64099.33531,64099.33531
63289.66762,63606.11596
63064.30546,63379.62699
62713.44706,63027.0143
62102.76703,62413.28087
61649.36254,61649.36254
61545.67233,61545.67233
61335.84077,61029.16157
61335.84077,61029.16157
60358.50664,60056.71411
60272.52615,60272.52615
60310.48603,60612.03846
60322.52455,60624.13717
60342.60835,60040.89531
60504.03247,60504.03247
60798.84528,61102.83951
61607.94983,61299.91008
62448.768,62761.01184
63493.79573,63176.32675
64017.89853,63697.80904
64314.44769,63992.87545
64251.18058,64251.18058
64238.69471,63917.50124
64342.55013,64664.26288
64449.48729,64127.23985
64363.62408,64363.62408
64805.46787,64805.46787
64804.82311,65128.84723
62644.99276,62958.21772
62059.79061,61749.49166
62441.45974,62441.45974
62683.74229,62370.32358
62555.70053,62242.92203
62216.97744,62528.06233
62192.47837,61881.51598
61899.36251,62208.85932
61821.65147,62130.75973
61722.72724,62031.34088
61288.88432,60982.4399
60131.85553,60432.51481
58365.09179,58365.09179
56881.63644,56881.63644
53903.69675,53903.69675
52891.64322,52627.185
53961.64396,53961.64396
54128.04747,53857.40723
54583.37892,54583.37892
55795.52776,55795.52776
56569.74537,56852.5941
57415.26858,57702.34492
57499.7257,57499.7257
57763.65427,58052.47254
57845.51415,58134.74172
57708.77665,57420.23277
57878.29629,57878.29629
59033.33709,58738.1704
60262.32865,60563.64029
60706.86044,61010.39474
61489.11925,61796.56485
62423.19105,62735.30701
63702.65899,63702.65899
64132.76727,64453.43111
64890.57206,64890.57206
64776.45478,64452.57251
63555.57156,63237.7937
63991.61827,63991.61827
64610.48153,64610.48153
65152.41371,65152.41371
65209.15687,65535.20265
66076.38504,65746.00311
66581.35019,66248.44344
66921.98114,66921.98114
67094.11417,67429.58474
67156.26509,67156.26509
66627.02578,66293.89065
66284.59378,65953.17081
66284.59378,66284.59378
66504.38645,66836.90838
66463.22849,66130.91235
66125.41273,66456.03979
66071.14266,66401.49837
66190.81829,66521.77238
66254.68808,65923.41464
65544.39133,65544.39133
65099.26791,64773.77157
65141.13847,65466.84416
64651.00019,64974.25519
63918.06594,64237.65627
63163.65837,63479.47666
62462.47044,62462.47044
61669.22882,61360.88268
61068.52491,61068.52491
60660.25163,60963.55289
61297.54295,60991.05524
61622.35489,61622.35489
61408.6687,61101.62536
60796.12205,60796.12205
60796.12205,60796.12205
60262.70867,59961.39513
59807.60949,59807.60949
59574.11429,59871.98486
59149.29185,58853.54539
58769.39505,58475.54807
58644.4845,58351.26208
58425.31412,58425.31412
57927.42489,58217.06201
57953.99806,57953.99806
57786.4934,58075.42587
57370.98084,57370.98084
57597.42145,57885.40856
57609.00552,57897.05055
57620.6269,57908.73003
57903.47619,57613.95881
58298.1709,58589.66175
58891.06184,58596.60653
59440.35251,59440.35251
59236.03184,59236.03184
59439.02867,59141.83353
58725.46877,58725.46877
58108.18581,58108.18581
57093.44385,56807.97663
56773.82537,56773.82537
56114.9585,55834.38371
55908.28672,55628.74529
54175.09453,54445.97
51666.01752,51666.01752
50919.92103,50665.32142
51030.71259,51030.71259
51139.45024,50883.75299
50924.08347,50669.46305
50735.46167,50481.78436
50318.62997,50318.62997
49851.82461,49602.56549
49742.70198,49742.70198
49563.73608,49563.73608
49067.49548,48822.158
48151.26783,48151.26783
47105.97166,47105.97166
46222.65981,46222.65981
45042.84285,45042.84285
45324.76535,45551.38918
45584.76594,45584.76594
46056.00648,45825.72645
46056.00648,46056.00648
43465.00486,43465.00486
47733.71767,47972.38626
48027.24576,47787.10953
48340.57852,48340.57852
48854.25534,48609.98406
49529.34518,49281.69845
50085.47364,49835.04627
50638.86998,50385.67563
51222.37831,51478.4902
52169.49516,52430.34264
53332.06558,53332.06558
54140.20803,54140.20803
54847.79412,54847.79412
56576.84783,56576.84783
57269.3773,56983.03041
58019.84378,58019.84378
58070.75774,57780.40395
57676.92878,57965.31342
58360.67543,58068.87205
59175.74394,59175.74394
59713.07451,59414.50914
60242.35221,60543.56397
60224.65868,60525.78197
60919.81271,61224.41177
61412.53449,61719.59716
61504.36577,61811.8876
61447.81298,61755.05204
60680.02201,60680.02201
60687.78599,60687.78599
60621.36841,60621.36841
60860.94446,61165.24918
60846.59986,60542.36686
60696.82674,60696.82674
61067.32162,60761.98501
60762.9493,60459.13455
60459.73476,60157.43609
59459.34592,59459.34592
59452.52944,59452.52944
59195.13299,59491.10865
58480.65977,58188.25647
57330.6763,57617.32968
56466.21849,56466.21849
56005.44597,56005.44597
55274.84004,54998.46584
55001.28596,55001.28596
55490.23221,55490.23221
55059.92355,55059.92355
54728.56737,54454.92453
54207.11817,54207.11817
53991.80355,54261.76257
53142.4694,53142.4694
52995.40883,52995.40883
52411.20167,52149.14566
52324.62613,52586.24926
51783.80711,51524.88807
51348.61458,51091.87151
51203.4469,50947.42967
51288.74773,51288.74773
51309.41576,51052.86868
51129.40132,50873.75431
50943.98125,50943.98125
51137.71299,50882.02443
51328.73108,51072.08742
51442.24652,51185.03529
51832.89613,51573.73165
52236.52758,51975.34494
52904.59076,53169.11371
53598.63782,53866.63101
52880.91407,52880.91407
52299.32084,52037.82424
51696.53943,51438.05673
50622.23746,50875.34865
50622.23746,50369.12627
48457.57785,48457.57785
47256.7367,47256.7367
46313.63877,46313.63877
43750.93504,43969.68972
41666.5552,41874.88798
41258.9944,41465.28937
40619.11459,40822.21016
40982.57281,40982.57281
40433.15318,40635.31895
40069.29284,40269.6393
39710.97561,39909.53049
39796.94924,39995.93399
39669.39448,39669.39448
39351.66458,39154.90626
39055.29182,39055.29182
38687.63999,38687.63999
38671.00071,38671.00071
38170.03907,38360.88927
37792.11754,37981.07813
38264.13871,38264.13871
38150.67966,38341.43306
37948.42739,38138.16953
38247.87985,38439.11925
38040.21962,38040.21962
38292.84954,38101.38529
38388.99217,38197.04721
38552.38686,38359.62493
38806.44156,39000.47377
39500.05938,39302.55908
39974.01342,39774.14335
40882.97945,41087.39435
41594.18035,41802.15125
42225.14632,42225.14632
43558.1422,43775.93291
44634.9992,44411.8242
45635.05072,45406.87547
47491.59449,47729.05246
48773.335,48529.46833
49663.26012,49414.94382
50022.54634,50272.65907
50710.36915,50710.36915
51492.82237,51750.28648
52058.10227,52318.39278
52276.34975,52537.7315
52105.4927,52366.02016
52793.02035,53056.98545
53429.26174,53429.26174
54276.82827,54548.21241
54147.67992,54147.67992
54026.68229,54296.8157
53667.07071,53398.73536
53201.34885,52935.34211
53042.66347,53307.87679
53459.98074,53459.98074
53693.44483,53693.44483
53576.88866,53309.00422
53527.67056,53260.03221
53173.98441,53439.85433
52676.80472,52413.4207
51895.67632,52155.1547
51895.67632,51636.19794
51895.67632,52155.1547
50528.72055,50528.72055
49979.84074,50229.73994
49708.82533,49708.82533
49118.58763,49364.18057
48911.04147,48666.48626
49072.38325,49072.38325
48883.17492,48638.75905
49006.62142,49006.62142
48812.61799,49056.68108
48317.76252,48076.17371
48171.96113,48412.82094
47601.18132,47601.18132
47031.56448,47266.7223
46858.12184,46858.12184
46614.98148,46614.98148
46760.66679,46994.47012
46711.23229,46711.23229
46408.41637,46176.37429
46523.79648,46291.1775
46651.70394,46651.70394
46446.11746,46678.34805
46662.12957,46662.12957
46796.83213,46562.84797
46657.42499,46424.13787
46848.01884,46848.01884
47277.79407,47277.79407
47823.75802,48062.87681
47956.32969,47956.32969
48518.92688,48276.33225
48669.36879,48912.71563
48542.00294,48784.71295
48676.72061,48920.10421
48157.20219,47916.41618
48199.76535,47958.76652
48131.64578,48372.30401
47265.53526,47029.20758
46858.36919,46624.07734
45153.43273,45379.19989
44383.12449,44161.20887
44518.93402,44296.33935
44461.87799,44461.87799
44558.48065,44335.68825
44555.94848,44333.16874
44250.48372,44471.73614
44238.03451,44016.84434
44325.70728,44325.70728
44438.52141,44216.3288
44785.36918,44785.36918
44510.27954,44287.72814
44227.80024,44448.93924
44071.26696,44291.62329
43616.41611,43398.33403
43616.41611,43616.41611
43159.06507,43374.8604
43753.39527,43753.39527
44729.80047,44729.80047
45238.53574,45238.53574
45516.15546,45288.57468
45676.68995,45905.0734
46229.78896,46229.78896
47082.71205,47318.12561
47381.65808,47144.74979
47510.13358,47510.13358
47668.70342,47668.70342
48138.57986,48379.27276
49171.4559,48925.59862
50283.4203,50534.8374
50973.36126,51228.22807
52118.44525,51857.85302
52964.01029,52964.01029
54377.61779,54649.50588
55196.58541,55472.56834
56083.40248,55802.98547
56526.60426,56809.23728
56093.71687,55813.24829
56197.08779,55916.10235
56617.23687,56617.23687
56650.50784,56367.2553
57065.78062,56780.45172
57313.28826,57313.28826
57703.43371,57703.43371
58404.39716,58696.41915
58426.28469,58426.28469
58387.58977,58679.52772
57039.9382,56754.73851
57911.72307,57622.16445
57561.41294,57561.41294
57566.31734,57854.14893
57656.73601,57945.01969
57251.22132,57537.47743
57444.00151,57444.00151
57123.39907,56837.78207
56674.0591,56674.0591
56191.63512,55910.67694
56314.89261,56314.89261
56442.2248,56724.43592
55989.99438,55710.04441
55466.65105,55466.65105
54878.90052,54878.90052
54322.18245,54050.57154
54322.18245,54593.79336
54322.18245,54322.18245
54322.18245,54322.18245
54490.12923,54490.12923
54464.27184,54191.95048
54282.13882,54010.72813
53933.49623,54203.16371
53701.53112,53433.02346
53590.94567,53590.94567
53572.10985,53839.9704
53394.17073,53394.17073
53447.98574,53447.98574
53112.17381,52846.61294
52752.26212,53016.02343
52451.39351,52713.65048
52647.93292,52647.93292
52841.83318,52841.83318
52608.66475,52608.66475
52382.17724,52644.08813
53403.21976,53403.21976
53527.75557,53795.39435
53914.90733,53645.33279
54412.27482,54684.33619
55042.66672,55042.66672
55927.7612,56207.40001
56397.03009,56115.04494
56934.38753,57219.05947
57505.32889,57505.32889
58118.91408,58118.91408
58383.90395,58091.98443
59418.08845,59715.17889
60336.11246,60336.11246
61787.39932,61478.46232
61430.65815,61123.50486
61430.65815,61123.50486
61430.65815,61737.81144
62748.37135,63062.11321
63658.81336,63340.51929
64325.3139,64646.94047
64496.16841,64173.68757
64835.73558,64835.73558
65140.53268,65466.23534
65265.79542,64939.46644
65039.00616,64713.81113
65022.04288,65022.04288
64090.22572,63769.77459
63576.67543,63258.79205
62491.94091,62491.94091
61284.51936,61284.51936
60784.76664,60480.84281
61475.69028,61168.31183
61997.30553,61687.319
62619.76652,62306.66769
63313.41651,62996.84943
64561.21624,64884.02232
65016.44838,64691.36614
65464.67687,65137.35349
65689.09748,65360.65199
65590.79019,65918.74414
65611.61136,65283.5533
65834.38584,65505.21391
66009.67238,65679.62402
66732.20318,67065.8642
66879.87677,66545.47739
67447.22492,67109.9888
67422.81812,67422.81812
68132.16217,67791.50136
68394.18118,68394.18118
68394.18118,68052.21027
68394.18118,68052.21027
65889.52342,66218.97104
65588.48015,65260.53775
65392.20159,65392.20159
65174.36116,64848.48935
65728.94537,66057.5901
65615.45465,65943.53192
66131.39132,65800.73436
66249.7675,66581.01634
66276.70042,66276.70042
66089.82044,66089.82044
65983.4876,66313.40504
65724.65261,65724.65261
65331.17331,65004.51744
65321.51728,65321.51728
64950.2493,65275.00055
64586.72378,64586.72378
64609.19482,64609.19482
63847.61026,63847.61026
63012.35756,63327.41935
62555.32317,62868.09979
62347.91609,62347.91609
61768.52827,61768.52827
61064.07067,61369.39102
60483.49676,60181.07928
59782.2038,59483.29278
59291.91413,59588.3737
58573.80411,58573.80411
58717.18839,58717.18839
59799.48374,60098.48116
59489.4726,59786.91996
59629.14656,59331.00083
59632.47473,59930.6371
59632.47473,59632.47473
59632.47473,59334.31236
58810.18943,59104.24038
58972.42801,59267.29015
58606.82682,58899.86095
58523.5071,58816.12464
58680.96506,58974.36989
58188.08945,58188.08945
58237.20208,57946.01607
58241.62819,58241.62819
57678.05746,57678.05746
57784.1033,57784.1033
57997.61026,57997.61026
57782.48231,58071.39472
58509.86145,58802.41076
58605.32229,58605.32229
59294.24575,59294.24575
59294.24575,58997.77452
61089.87862,61089.87862
61607.60395,61299.56593
62180.78844,61869.8845
62386.44009,62698.37229
62864.09391,62864.09391
63685.82662,63685.82662
64291.20116,64612.65717
66040.91377,66371.11834
67172.33504,67508.19672
66217.49388,66217.49388
67540.34284,67540.34284
68380.77438,68380.77438
69059.92044,68714.62084
69355.56842,69702.34626
70063.14422,70063.14422
70276.95578,70276.95578
71027.35089,71382.48764
71197.40615,71197.40615
71834.2509,71475.07965
71600.94448,71242.93976
71401.58489,71044.57697
69628.66027,69976.80357
68675.00895,68675.00895
66655.21985,66988.49595
66668.7996,66668.7996
66942.58367,66607.87075
67530.71908,67530.71908
68455.66543,68797.94376
69373.81582,69720.6849
69859.02601,69509.73088
70975.45552,71330.3328
71383.58672,71383.58672
71388.60464,71388.60464
72339.80213,72339.80213
72657.07955,73020.36495
73189.19381,73189.19381
74151.22494,73780.46882
74629.66788,74629.66788
76072.89345,76072.89345
76767.66971,76767.66971
77441.78208,77054.57317
77687.18744,78075.62338
78323.73071,78715.34936
78271.99858,78271.99858
77517.9983,77905.58829
74627.93238,74627.93238
74825.34893,74825.34893
74531.62928,74531.62928
74423.37089,74051.25404
74551.87842,74179.11903
74867.87573,74493.53635
75567.34134,75945.17805
75687.37219,76065.80905
76295.74738,76677.22612
76218.52913,75837.43648
75536.33999,75158.65829
74558.34409,74185.55237
73532.13369,73899.79436
73309.44639,73309.44639
72979.07069,72614.17534
72561.636,72924.44418
72270.61956,71909.26646
72495.57422,72495.57422
72495.57422,72133.09635
70410.70393,70410.70393
70757.48005,70403.69265
70175.56723,70175.56723
69301.3095,69647.81605
68905.46813,69249.99547
67939.34563,67939.34563
67099.84264,67435.34185
65953.25569,65623.48941
65718.26437,65389.67305
66766.51227,66432.67971
66998.21973,66663.22863
67092.25443,66756.79316
66632.04022,66965.20042
66520.04834,66852.64858
66283.52398,66283.52398
65913.16613,66242.73196
65913.16613,66242.73196
65526.98336,65199.34844
65526.98336,65854.61828
65275.05047,65601.42572
64918.4664,64593.87407
64883.35528,64558.9385
64515.91612,64193.33654
64228.76668,64228.76668
64194.20745,64194.20745
64010.49048,63690.43803
63710.62358,63392.07046
63759.16545,63440.36962
64244.59709,64244.59709
64168.98199,64489.8269
65033.80006,65358.96906
65242.41094,65242.41094
66599.45893,66599.45893
67368.50866,67705.3512
67956.22578,68296.00691
68679.82828,68336.42914
69344.98013,69344.98013
69502.92953,69502.92953
70371.53655,70019.67887
71411.11095,71411.11095
72648.15084,73011.39159
72543.55828,72180.84049
72440.72029,72440.72029
73294.36906,72927.89721
75079.79659,75455.19557
75293.56468,75293.56468
76918.63694,76918.63694
77064.66878,77064.66878
77296.32042,76909.83882
77602.2394,77990.2506
77475.61256,77475.61256
77993.73979,77603.77109
77411.94383,77411.94383
76473.40402,76473.40402
74960.35552,74585.55374
73477.74946,73845.13821
71111.06402,71466.61934
70894.17969,70894.17969
71284.22205,70927.80094
71960.51425,72320.31682
72878.06446,72513.67414
73349.31814,73716.06473
74430.13824,74057.98755
74518.32235,74518.32235
74385.88367,74757.81309
74312.90785,73941.34331
74113.18801,73742.62207
74074.27294,73703.90158
73755.83853,73755.83853
74117.81753,74488.40662
74400.57552,74400.57552
75107.0206,75107.0206
75736.01604,76114.69612
76079.69243,76079.69243
76791.46542,77175.42275
77251.49798,77637.75547
77138.14523,76752.4545
75873.05398,76252.41925
73902.89975,74272.41425
73717.83594,73349.24676
73181.63276,73547.54092
73210.01031,73576.06036
73453.98597,73086.71604
73453.3034,73453.3034
73855.5996,74224.8776
74356.64702,74728.43026
73498.82265,73498.82265
72927.36513,73292.00196
72632.07485,72995.23522
71865.08883,71865.08883
71529.89796,71529.89796
71650.57462,72008.82749
70983.82194,70983.82194
70533.11003,70180.44448
70599.26049,70599.26049
69786.44049,69437.50829
68532.05836,68874.71865
68288.99149,68630.43645
67938.83121,68278.52537
67724.34967,67385.72792
67208.22418,67208.22418
66278.29445,65946.90298
65865.99245,65865.99245
65122.6171,65448.23019
65208.10913,65534.14968
65176.68128,65176.68128
66569.29237,66902.13883
66469.05348,66801.39875
66320.66111,65989.0578
65625.78603,65953.91496
65455.97124,65128.69138
65209.34419,65209.34419
64842.01282,64842.01282
64707.73508,64384.1964
64356.58697,64678.3699
64329.39506,64329.39506
64362.42597,64362.42597
63913.26167,64232.82798
63559.96133,63242.16152
63215.8189,63531.89799
63043.47815,62728.26076
63233.51792,63549.68551
63410.7584,63093.70461
63305.74297,63305.74297
63232.3831,63548.54502
63654.66638,63654.66638
64334.06225,64655.73256
64837.12504,64512.93941
65664.60838,65664.60838
65895.85099,65566.37174
66464.36839,66132.04655
63813.46434,63813.46434
67089.25005,67424.6963
67078.6911,67414.08456
67843.55568,68182.77346
68111.92816,68452.4878
69000.46822,69000.46822
68159.20914,68500.00519
67893.49595,67893.49595
68836.18002,68491.99912
68553.94195,68896.71166
69277.92172,69624.31133
69597.42572,69945.41285
69563.4315,69563.4315
69466.83839,69466.83839
69082.51626,69427.92884
69411.81097,69758.87002
68914.01616,68914.01616
67751.54209,68090.2998
65931.44393,65601.78671
64957.37464,64957.37464
62333.04826,62021.38302
60872.43941,60568.07721
60790.25275,60486.30149
61355.73538,61662.51406
61928.48743,61928.48743
63404.55289,63404.55289
64295.73673,63974.25805
65147.80159,65473.5406
65693.98622,65693.98622
66239.28688,65908.09045
66379.75728,66047.85849
67088.05431,67088.05431
67746.15465,68084.88542
68654.95861,68311.68382
69027.52941,69372.66706
70153.72798,69802.95934
70861.98996,70507.68001
71553.52645,71911.29408
72110.36468,71749.81286
72976.90971,72976.90971
72791.62404,72791.62404
72910.46146,72910.46146
71357.11505,71357.11505
70593.1183,70240.15271
70249.37034,69898.12349
70710.12398,70356.57336
70688.5209,70335.0783
71082.71786,71082.71786
71338.77839,71695.47228
71662.69721,72021.0107
72332.53737,71970.87468
71976.4165,71976.4165
71144.82402,71500.54814
